File Name,Dimension,Open List Size,Closed List Size,Number of Steps in a Solution,Running Time
board054.txt,7,12460,8595,,
board055.txt,7,9289,7299,,
board056.txt,7,13128,11744,,
board057.txt,7,9719,7011,,
board058.txt,7,11107,8347,,
board059.txt,7,6696,6231,,
board060.txt,7,7674,6196,,
board061.txt,8,10455,7744,,
board062.txt,8,9326,8722,,
board063.txt,8,14344,10808,,
board064.txt,8,10326,8945,,
board065.txt,8,11768,11196,,
board066.txt,8,11366,10350,,
board067.txt,8,10610,10371,,
board068.txt,8,7350,5806,,
board069.txt,8,12168,11517,,
board070.txt,8,12131,11336,,
board071.txt,9,9239,7983,,
board072.txt,9,9016,8223,,
board073.txt,9,8525,9393,,
board074.txt,9,6746,6381,,
board075.txt,9,10505,9623,,
board076.txt,9,5234,5816,,
board077.txt,9,10380,10415,,
board078.txt,9,5794,4833,,
board079.txt,9,5183,6058,,
board080.txt,9,8992,7406,,
board081.txt,10,9369,8718,,
board082.txt,10,4624,4642,,
board083.txt,10,4201,4332,,
board084.txt,10,6439,6344,,
board085.txt,10,7344,7358,,
board086.txt,10,8860,8552,,
board087.txt,10,6610,6569,,
board088.txt,10,4357,3949,,
board089.txt,10,4703,4386,,
board090.txt,10,4713,4771,,
board091.txt,11,6921,6759,,
board092.txt,11,4377,4257,,
board093.txt,11,4824,4173,,
board094.txt,11,10157,10408,,
board095.txt,11,5216,4259,,
board096.txt,11,9029,9579,,
board097.txt,11,9929,9970,,
board098.txt,11,11294,11630,,
board099.txt,11,9586,7765,,
board100.txt,11,4635,5178,,
board101.txt,12,9798,8471,,
board102.txt,12,4708,4205,,
board103.txt,12,8783,10997,,
board104.txt,12,8261,7145,,
board105.txt,12,4479,4825,,
board106.txt,12,5298,5048,,
board107.txt,12,5047,5319,,
board108.txt,12,4219,4539,,
board109.txt,12,9317,9695,,
board110.txt,12,8318,9022,,
board111.txt,13,9043,8719,,
board112.txt,13,8701,8902,,
board113.txt,13,4223,4952,,
board114.txt,13,8924,8641,,
board115.txt,13,9390,9818,,
board116.txt,13,3816,3573,,
board117.txt,13,8332,9583,,
board118.txt,13,7586,8599,,
board119.txt,13,4440,5024,,
board120.txt,13,8982,8934,,
board121.txt,14,8669,8345,,
board122.txt,14,10356,8747,,
board123.txt,14,8777,9533,,
board124.txt,14,3940,4375,,
board125.txt,14,7863,9541,,
board126.txt,14,8700,9043,,
board127.txt,14,9162,8984,,
board128.txt,14,6003,4546,,
board129.txt,14,9984,8611,,
board130.txt,14,3930,4548,,
board131.txt,15,9599,9277,,
board132.txt,15,3351,3463,,
board133.txt,15,5832,5039,,
board134.txt,15,3817,4109,,
board135.txt,15,8665,8869,,
board136.txt,15,7897,7338,,
board137.txt,15,10156,10067,,
board138.txt,15,4448,4038,,
board139.txt,15,3915,4483,,
board140.txt,15,8668,7933,,
board141.txt,16,7775,9030,,
board142.txt,16,3639,3928,,
board143.txt,16,3734,3823,,
board144.txt,16,8374,9217,,
board145.txt,16,8391,9661,,
board146.txt,16,8788,8115,,
board147.txt,16,7834,7135,,
board148.txt,16,8576,10644,,
board149.txt,16,4008,4542,,
board150.txt,16,8434,7729,,
board151.txt,17,8378,7290,,
board152.txt,17,9595,9384,,
board153.txt,17,3732,4021,,
board154.txt,17,3072,2963,,
board155.txt,17,8713,8554,,
board156.txt,17,8429,10636,,
board157.txt,17,3825,4142,,
board158.txt,17,3030,3252,,
board159.txt,17,3270,3231,,
board160.txt,17,8317,8293,,
board161.txt,18,6921,7670,,
board162.txt,18,3478,3921,,
board163.txt,18,3643,3422,,
board164.txt,18,3452,3403,,
board165.txt,18,8701,10670,,
board166.txt,18,8195,8036,,
board167.txt,18,10220,8986,,
board168.txt,18,3634,3846,,
board169.txt,18,7490,9110,,
board170.txt,18,8980,10444,,
board171.txt,19,3414,3696,,
board172.txt,19,8456,9468,,
board173.txt,19,3327,3262,,
board174.txt,19,3392,3803,,
board175.txt,19,7554,7977,,
board176.txt,19,7997,9187,,
board177.txt,19,8022,8533,,
board178.txt,19,7370,7540,,
board179.txt,19,3480,3405,,
board180.txt,19,8686,8365,,
board181.txt,20,3107,2982,,
board182.txt,20,3346,3299,,
board183.txt,20,8791,9275,,
board184.txt,20,3697,3832,,
board185.txt,20,3703,3950,,
board186.txt,20,7837,8611,,
board187.txt,20,7515,7716,,
board188.txt,20,6929,7686,,
board189.txt,20,3215,2903,,
board190.txt,20,7539,9246,,
board191.txt,21,7170,8657,,
board192.txt,21,7466,8544,,
board193.txt,21,3252,3053,,
board194.txt,21,3112,3547,,
board195.txt,21,4138,3814,,
board196.txt,21,3241,3449,,
board197.txt,21,3319,3352,,
board198.txt,21,9158,10281,,
board199.txt,21,8513,10249,,
board200.txt,21,7204,7763,,
board201.txt,22,8060,10040,,
board202.txt,22,3452,3241,,
board203.txt,22,3142,2861,,
board204.txt,22,8480,10507,,
board205.txt,22,8752,7845,,
board206.txt,22,8361,10294,,
board207.txt,22,3177,3375,,
board208.txt,22,6683,7437,,
board209.txt,22,8303,10266,,
board210.txt,22,2990,2922,,
board211.txt,23,2738,2626,,
board212.txt,23,3001,3106,,
board213.txt,23,8655,9374,,
board214.txt,23,2997,3370,,
board215.txt,23,8201,10183,,
board216.txt,23,3140,3295,,
board217.txt,23,3953,3886,,
board218.txt,23,2797,3104,,
board219.txt,23,2913,3247,,
board220.txt,23,6749,7282,,
board221.txt,24,7963,9132,,
board222.txt,24,8230,7848,,
board223.txt,24,3244,3473,,
board224.txt,24,2536,2382,,
board225.txt,24,8070,7945,,
board226.txt,24,9447,10210,,
board227.txt,24,3442,3037,,
board228.txt,24,7901,9494,,
board229.txt,24,2913,3217,,
board230.txt,24,7933,8005,,
board231.txt,25,6947,8251,,
board232.txt,25,6995,8186,,
board233.txt,25,3217,3131,,
board234.txt,25,6864,7512,,
board235.txt,25,2914,3138,,
board236.txt,25,7134,8624,,
board237.txt,25,2690,2957,,
board238.txt,25,7816,9295,,
board239.txt,25,7099,8625,,
board240.txt,25,7962,9806,,
board241.txt,26,2623,2920,,
board242.txt,26,8044,9145,,
board243.txt,26,2848,2873,,
board244.txt,26,3871,2813,,
board245.txt,26,7019,8476,,
board246.txt,26,6491,7274,,
board247.txt,26,8138,7700,,
board248.txt,26,7318,7047,,
board249.txt,26,8132,8577,,
board250.txt,26,7995,8094,,
board251.txt,27,7177,7735,,
board252.txt,27,9138,8667,,
board253.txt,27,7059,6551,,
board254.txt,27,2518,2822,,
board255.txt,27,2769,2973,,
board256.txt,27,7995,9728,,
board257.txt,27,6811,7793,,
board258.txt,27,2740,2924,,
board259.txt,27,7972,8148,,
board260.txt,27,6737,7859,,
board261.txt,28,2956,2899,,
board262.txt,28,6791,8164,,
board263.txt,28,7574,8734,,
board264.txt,28,2204,2145,,
board265.txt,28,2722,2706,,
board266.txt,28,3561,3403,,
board267.txt,28,3240,3194,,
board268.txt,28,7790,6103,,
board269.txt,28,2797,2952,,
board270.txt,28,7883,9664,,
board271.txt,29,7916,7124,,
board272.txt,29,7074,7861,,
board273.txt,29,6938,8493,,
board274.txt,29,8222,7644,,
board275.txt,29,6941,7016,,
board276.txt,29,2955,3285,,
board277.txt,29,7154,8342,,
board278.txt,29,7759,9477,,
board279.txt,29,2930,2988,,
board280.txt,29,2597,2792,,
board281.txt,30,2545,2778,,
board282.txt,30,2623,2764,,
board283.txt,30,7301,7826,,
board284.txt,30,8969,8068,,
board285.txt,30,8058,7261,,
board286.txt,30,2595,2133,,
board287.txt,30,2832,2997,,
board288.txt,30,6603,7832,,
board289.txt,30,6254,6729,,
board290.txt,30,7641,8526,,
